first_name,last_name,full_name,email,email_type,company,country,lead_source,lead_score,lead_priority,lead_status,assigned_to,notes
Liva,Bulle,Liva Bulle,liva.bulle@example.com,business_email,Yadel,Colombia,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Sophi,Willbond,Sophi Willbond,sophi.willbond@example.com,business_email,Oyoba,China,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Garrek,Kienle,Garrek Kienle,garrek.kienle@example.com,business_email,Feedmix,Honduras,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Jillian,Nixon,Jillian Nixon,jillian.nixon@example.com,business_email,Eimbee,Nan,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Jeffie,Oxe,Jeffie Oxe,jeffie.oxe@example.com,business_email,Geba,Armenia,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Herculie,Ghent,Herculie Ghent,herculie.ghent@example.com,business_email,Viva,Japan,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Tybi,Cancellor,Tybi Cancellor,tybi.cancellor@example.com,business_email,Feednation,Norway,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Laney,Palfreyman,Laney Palfreyman,laney.palfreyman@example.com,business_email,Nan,Indonesia,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Cesya,Sudy,Cesya Sudy,cesya.sudy@example.com,business_email,Eimbee,Niger,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Lucina,Rowes,Lucina Rowes,lucina.rowes@example.com,business_email,Twitternation,Ireland,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Freedman,House,Freedman House,freedman.house@example.com,business_email,Tagopia,Bulgaria,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Kacey,Woolen,Kacey Woolen,kacey.woolen@example.com,business_email,Twimm,Indonesia,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Brucie,Tureville,Brucie Tureville,brucie.tureville@example.com,business_email,Edgeblab,Bangladesh,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Pattin,Wrintmore,Pattin Wrintmore,pattin.wrintmore@example.com,business_email,Avamm,China,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Thaddus,Twinborne,Thaddus Twinborne,thaddus.twinborne@example.com,business_email,Voolia,Palestinian Territory,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Merle,Python,Merle Python,merle.python@example.com,business_email,Shufflester,Czech Republic,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Garrick,Plomer,Garrick Plomer,garrick.plomer@example.com,business_email,Twitterlist,United States,Website Linkedin Cold Email Referral Conference Purchased List,100,High,New,,
Wilmar,Slaughter,Wilmar Slaughter,wilmar.slaughter@example.com,business_email,Janyx,Brazil,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Filippo,Charlotte,Filippo Charlotte,filippo.charlotte@example.com,business_email,Eire,Portugal,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Osborn,Writer,Osborn Writer,osborn.writer@example.com,business_email,Tazzy,Poland,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Sandor,Browse,Sandor Browse,sandor.browse@example.com,business_email,Ailane,Japan,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Dex,Mager,Dex Mager,dex.mager@example.com,business_email,Tagchat,Czech Republic,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Conny,Moorwood,Conny Moorwood,conny.moorwood@example.com,business_email,Nlounge,Malaysia,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Mireielle,Shave,Mireielle Shave,mireielle.shave@example.com,business_email,Wordpedia,China,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Ortensia,Vincent,Ortensia Vincent,ortensia.vincent@example.com,business_email,Roombo,Philippines,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Eugenio,Kilbey,Eugenio Kilbey,eugenio.kilbey@example.com,business_email,Cogibox,Dominican Republic,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Alwyn,Piscopello,Alwyn Piscopello,alwyn.piscopello@example.com,business_email,Tagchat,Vietnam,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Amitie,Ulyatt,Amitie Ulyatt,amitie.ulyatt@example.com,business_email,Leexo,France,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Odessa,Sebborn,Odessa Sebborn,odessa.sebborn@example.com,business_email,Trilith,China,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Therine,Mowday,Therine Mowday,therine.mowday@example.com,business_email,Babblestorm,Somalia,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Gabriel,Moggach,Gabriel Moggach,gabriel.moggach@example.com,business_email,Flashdog,Poland,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Daisy,Bolino,Daisy Bolino,daisy.bolino@example.com,business_email,Jatri,Azerbaijan,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Pail,Bedlington,Pail Bedlington,pail.bedlington@example.com,business_email,Nan,Serbia,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Corinna,Macevilly,Corinna MacEvilly,corinna.macevilly@example.com,business_email,Thoughtworks,France,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Anjela,Gritsaev,Anjela Gritsaev,anjela.gritsaev@example.com,business_email,Mymm,Russia,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Hale,Aprahamian,Hale Aprahamian,hale.aprahamian@example.com,business_email,Nan,Philippines,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Leeanne,Loosely,Leeanne Loosely,leeanne.loosely@example.com,business_email,Zooveo,Peru,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Gallard,Brumbye,Gallard Brumbye,gallard.brumbye@example.com,business_email,Tekfly,Mauritius,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Naoma,Feavearyear,Naoma Feavearyear,naoma.feavearyear@example.com,business_email,Zoombeat,China,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Alair,Haliburton,Alair Haliburton,alair.haliburton@example.com,business_email,Voomm,Russia,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Lea,Easby,Lea Easby,lea.easby@example.com,business_email,Nan,Canada,Website Linkedin Cold Email Referral Conference Purchased List,100,High,New,,
Templeton,Cavell,Templeton Cavell,templeton.cavell@example.com,business_email,Topiclounge,China,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Rickie,Olexa,Rickie Olexa,rickie.olexa@example.com,business_email,Nan,Colombia,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
Darren,Cruise,Darren Cruise,darren.cruise@example.com,business_email,Wikido,Philippines,Website Linkedin Cold Email Referral Conference Purchased List,80,High,New,,
